"","id","district","mathscore","pct_female","pct_minority","pct_lep","pct_sped","pct_lowinc","pct_mathremed","mobility","computer_home","computer_school","pct_fouryear","pct_twoyear","pct_work","avg_absences","st_ratio","avg_salary","enroll","ppe","urban","charter","votech","pct_licensed","pct_lic_core","pct_in_school_susp","pct_out_school_susp","averageclasssize"
"18",350000,"Boston",245.49560546875,48.2999992370605,76.4000015258789,19.1000003814697,20.1000003814697,71.4000015258789,7.61460733413696,2,1,1,50.2999992370605,15.2000007629395,6.5,13.6000003814697,12.8000001907349,71.123,18414,16.4669990539551,1,0,0,95.6999969482422,76.6999969482422,0.600000023841858,6.19999980926514,17.7000007629395
"19",360000,"Bourne",251.887634277344,48.5999984741211,5.09999990463257,0,16.6000003814697,21.1000003814697,3.42857122421265,2,2,2,61.1999969482422,25.8999996185303,7.10000038146973,9.69999980926514,14.8000001907349,49.807,706,11.8970003128052,0,0,0,97.5,96.4000015258789,6.40000009536743,3.09999990463257,17.5
"20",400000,"Braintree",253.447677612305,48.9000015258789,7,1.79999995231628,20.7000007629395,11.3000001907349,10.0294981002808,2,3,2,67.8000030517578,19,10.8999996185303,7.19999980926514,14,54.862,1461,10.2480001449585,0,0,0,99.8000030517578,99.8000030517578,0.100000001490116,1.79999995231628,17.5
"21",440000,"Brockton",241.980224609375,48.5,63.1000022888184,14.8000001907349,14.5,71.5,4.00471115112305,2,1,1,40.4000015258789,39.6000022888184,9.30000019073486,11.1000003814697,13.6000003814697,62.96,4358,12.1070003509521,1,0,0,99.1999969482422,96.1999969482422,7,10.8000001907349,19.5
"22",460000,"Brookline",257.657958984375,48.7000007629395,16.8000011444092,7.19999980926514,18.2999992370605,10,19.2878341674805,2,2,2,88.6999969482422,0.899999976158142,2.5,7.40000009536743,12.8999996185303,67.399,1808,15.0979995727539,0,0,0,99.6999969482422,99.3000030517578,0.899999976158142,1.79999995231628,17.1000003814697
"23",480000,"Burlington",254.878051757812,48,6.19999980926514,2.20000004768372,14.1000003814697,6.19999980926514,2.84552836418152,3,3,3,80.8999938964844,12.3999996185303,2.40000009536743,7.40000009536743,12.8999996185303,60.046,1024,12.8050003051758,0,0,0,99.8000030517578,98.1999969482422,1.39999997615814,1.5,18.7000007629395
"24",490000,"Cambridge",251.849716186523,48.4000015258789,49.7000007629395,6.59999990463257,21.7999992370605,44.9000015258789,12.0127696990967,2,2,2,64,20.2999992370605,5.30000019073486,10,10.8999996185303,68.331,1534,24.4669990539551,1,0,0,96.9000015258789,97.1999969482422,1.79999995231628,2.29999995231628,14.3000001907349
"25",500000,"Canton",258.905487060547,49,11.8999996185303,1.29999995231628,14.3000001907349,11.1999998092651,3.5714282989502,2,2,3,79,15.5999994277954,3.79999995231628,7.90000009536743,15.3999996185303,64.495,791,11.1049995422363,0,0,0,99.5,100,1.60000002384186,2.29999995231628,19.8999996185303
"26",520000,"Carver",250.584609985352,49.5999984741211,3.10000014305115,0.300000011920929,15.8000001907349,14.6000003814697,10.0775194168091,2,3,3,63.5999984741211,17,15.1999998092651,8.19999980926514,13.1000003814697,57.557,549,10.5740003585815,0,0,0,99.1999969482422,99.9000015258789,1.79999995231628,2.29999995231628,19.3999996185303
"27",550000,"Chatham",252.512817382812,46.9000015258789,6,1.70000004768372,12.3999996185303,13.6999998092651,11.0355796813965,2,2,2,59.2000007629395,16.7000007629395,13,9.30000019073486,10.3999996185303,55.573,204,14.4930000305176,0,0,0,NA,NA,NA,NA,NA
"28",560000,"Chelmsford",257.887176513672,49.0999984741211,3.70000004768372,1.20000004768372,15.1000003814697,4.5,6.95876264572144,3,3,3,80.5999984741211,10.1999998092651,3.60000014305115,6.09999990463257,15.5,58.277,1676,9.67099952697754,0,0,0,99.6999969482422,99.1999969482422,0.300000011920929,1.10000002384186,18.7000007629395
"29",570000,"Chelsea",236.846420288086,49.5,87.3000030517578,18.7999992370605,14.1999998092651,86.8000030517578,21.4123668670654,2,1,1,26.8999996185303,29.5,26.1000003814697,9,13.3999996185303,54.164,1469,12.1979999542236,1,0,0,99,99.6999969482422,2.20000004768372,8,20.3999996185303
